code,name,text,type_code,traits,pack_code,illustrator,image_url,xp,faction_code
60227,Seeking Answers,"Investigate. If you succeed, instead of discovering a clue at your location, discover 2 total clues from among your location and connecting locations.",event,Insight,har,Andreia Ugrai,https://arkhamdb.com/bundles/cards/60227.jpg,2,seeker
60228,Perception,"Max 1 committed per skill test. If this test is successful, draw 1 card (2 cards instead if it succeeds by 2 or more).",skill,Practiced|Expert,har,Andreia Ugrai,https://arkhamdb.com/bundles/cards/60228.jpg,2,seeker
60229,Forbidden Tome,Researched. [action] [action] [action] [action] Exhaust Forbidden Tome: Move 1 damage from a player card at your location to an enemy at your location. Reduce this ability's cost by 1 action for every 4 cards in your hand (to a minimum of [action]).,asset,Item|Relic|Tome,har,Chris Miscik,https://arkhamdb.com/bundles/cards/60229.jpg,3,seeker
60230,Forbidden Tome,Researched. [action] [action] [action] [action] Exhaust Forbidden Tome: You may move to a connecting location. Discover 1 clue at your location. Reduce this ability's cost by 1 action for every 4 cards in your hand (to a minimum of [action]).,asset,Item|Relic|Tome,har,Chris Miscik,https://arkhamdb.com/bundles/cards/60230.jpg,3,seeker
60231,Farsight,"[fast] During your turn, if you have 8 or more cards in your hand, exhaust Farsight: Play an event from your hand (paying its cost) .",asset,Ritual,har,Pavel Kolomeyets,https://arkhamdb.com/bundles/cards/60231.jpg,4,seeker
60232,Miskatonic Archaeology Funding,"Permanent. Limit 1 per deck. You have 2 additional ally slots, which can only be used to hold [[Miskatonic]] assets. Forced - When you take damage or horror: No more than 1 of that damage/horror can be assigned to a [[Miskatonic]] asset.",asset,Grant,har,Devin Koehler,https://arkhamdb.com/bundles/cards/60232.jpg,4,seeker
60233,The Necronomicon,Uses (6 secrets). Limit 1 per deck. [fast] Spend 1 secret: You get +2 skill value for this skill test. [fast] Spend 2 secrets: Draw 2 cards. [fast] Spend 3 secrets: Discover 1 clue at any location. [fast] Spend 4 secrets: Deal 3 damage to an enemy engaged with you.,asset,Item|Tome,har,Dimitri Bielak,https://arkhamdb.com/bundles/cards/60233.jpg,5,seeker
60301,Winifred Habbamock,"[fast] If 2 different non-weakness cards you control are committed to this skill test: Draw 1 card. (Limit once per test.) [elder_sign] effect: +1. After this test ends, for every 2 points you succeeded by, return a card you committed to this test to your hand.",investigator,Criminal,win,Aleksander Karcz,https://arkhamdb.com/bundles/cards/60301.jpg,0,rogue
60302,"Anything You Can Do, Better",Winifred Habbamock deck only. Commit only to a skill test you are performing.,skill,Innate|Developed,win,Patrick McEvoy,https://arkhamdb.com/bundles/cards/60302.jpg,0,rogue
60303,Arrogance,"You must commit Arrogance to each eligible skill test you perform. This skill's icons subtract from your skill value instead of adding to it. If this test succeeds, return this skill to your hand.",skill,Flaw,win,Robert Laskey,https://arkhamdb.com/bundles/cards/60303.jpg,0,neutral
60304,Reckless,"Commit only to a skill test you are performing (of any type) that has no other cards committed to it. Other cards cannot be committed to this skill test. If this test fails, return this skill to your hand. Forced - If Reckless is in your hand at the end of your turn: Reveal it and lose 2 resources.",skill,Flaw,win,Patrick McEvoy,https://arkhamdb.com/bundles/cards/60304.jpg,0,neutral
60305,Lockpicks,"[action] Exhaust Lockpicks: Investigate. Add your [agility] value to your skill value for this investigation. If you do not succeed by at least 2, discard Lockpicks.",asset,Item|Tool|Illicit,win,Daniel Rizea,https://arkhamdb.com/bundles/cards/60305.jpg,0,rogue
60306,Mauser C96,"Uses (5 ammo). [action] Exhaust Mauser C96 and spend 1 ammo: Fight. You get +1 [combat] and deal +1 damage for this attack. If you succeed by 2 or more, either ready Mauser C96 or gain 1 resource.",asset,Item|Weapon|Firearm|Illicit,win,Tiziano Baracchi,https://arkhamdb.com/bundles/cards/60306.jpg,0,rogue
60309,Lonnie Ritter,You get +1 [combat]. [fast] Exhaust Lonnie Ritter and spend 1 resource: Choose an [[Item]] asset controlled by an investigator at your location. Heal 1 damage from that asset and 1 horror from Lonnie Ritter.,asset,Ally,win,David Hovey,https://arkhamdb.com/bundles/cards/60309.jpg,0,rogue
60310,Leather Jacket,Fast.,asset,Item|Armor,win,Robert Laskey,https://arkhamdb.com/bundles/cards/60310.jpg,0,rogue
60311,Streetwise,[fast] Spend 2 resources: You get +2 [intellect] for this skill test. [fast] Spend 2 resources: You get +2 [agility] for this skill test.,asset,Talent,win,Andreia Ugrai,https://arkhamdb.com/bundles/cards/60311.jpg,0,rogue
60315,Pilfer,"Investigate. This investigation uses [agility] instead of [intellect]. If you succeed, discover 2 additional clues at your location.",event,Trick,win,Adam Schumpert,https://arkhamdb.com/bundles/cards/60315.jpg,0,rogue
60316,Sneak By,"Evade. When this action begins, gain 2 resources.",event,Trick,win,Andreia Ugrai,https://arkhamdb.com/bundles/cards/60316.jpg,0,rogue
60317,Nimble,"For each point this skill test succeeds by, after it resolves, you may immediately move to a connecting location (to a maximum of 3 times).",skill,Innate,win,David Auden Nash,https://arkhamdb.com/bundles/cards/60317.jpg,0,rogue
60318,Daredevil,"After you commit Daredevil to a skill test, discard cards from the top of your deck until you discard a [rogue] skill you can commit to this test. Commit it. Shuffle each weakness that was discarded by this effect back into your deck.",skill,Fortune|Practiced,win,Borja Pindado,https://arkhamdb.com/bundles/cards/60318.jpg,0,rogue
60320,Liquid Courage,"Uses (4 supplies). [action] Spend 1 supply: Choose an investigator at your location to heal 1 horror. Then, that investigator tests [willpower] (2). If the test succeeds, they draw 1 card. If the test fails, they heal 1 additional horror and discard 1 card at random from their hand.",asset,Item|Illicit,win,Dani Hartel,https://arkhamdb.com/bundles/cards/60320.jpg,1,rogue
60321,Mauser C96,"Uses (5 ammo). [action] Exhaust Mauser C96 and spend 1 ammo: Fight. You get +2 [combat] and deal +1 damage for this attack. If you succeed by 2 or more, either ready Mauser C96 or gain 1 resource (if you succeed by 4 or more, do both).",asset,Item|Weapon|Firearm|Illicit,win,Tiziano Baracchi,https://arkhamdb.com/bundles/cards/60321.jpg,2,rogue
60322,Daring Maneuver,Fast. Play when you would succeed at a skill test. You get +3 skill value for this test. Draw 1 card.,event,Gambit,win,Darek Zabrocki,https://arkhamdb.com/bundles/cards/60322.jpg,2,rogue
60323,Cheap Shot,"Fight. Add your [agility] value to your skill value for this attack. If you succeed by 1 or more, automatically evade the attacked enemy. If you succeed by 3 or more, return Cheap Shot to your hand at the end of your turn.",event,Trick,win,Andreia Ugrai,https://arkhamdb.com/bundles/cards/60323.jpg,2,rogue
60324,Slip Away,"Evade. Add your [intellect] to your skill value for this evasion attempt. If you succeed by 1 or more and the evaded enemy is non-[[Elite]], it does not ready during the next upkeep phase. If you succeed by 3 or more, return Slip Away to your hand at the end of your turn.",event,Trick,win,Joshua Cairós,https://arkhamdb.com/bundles/cards/60324.jpg,2,rogue
60325,Manual Dexterity,"Max 1 committed per skill test. If this test is successful, draw 1 card (2 cards instead if it succeeds by 2 or more).",skill,Innate|Developed,win,Priscilla Kim,https://arkhamdb.com/bundles/cards/60325.jpg,2,rogue
60326,Lucky Cigarette Case,"[reaction] After you succeed at a skill test by 1 or more, exhaust Lucky Cigarette Case: Search the top X cards of your deck for a card, draw it, and shuffle the remaining cards into your deck. X is the amount you succeeded by.",asset,Item|Charm,win,Dual Brush Studios,https://arkhamdb.com/bundles/cards/60326.jpg,3,rogue
60327,Sharpshooter,"[reaction] When you use a fight ability on a [[Firearm]] asset, exhaust Sharpshooter: Choose one, or both - - This attack uses [agility] instead of [combat]. All modifiers to your [combat] for this attack modify your [agility] instead. - Use the attacked enemy's evade value for this attack, instead of their fight value.",asset,Talent,win,Matt Bradbury,https://arkhamdb.com/bundles/cards/60327.jpg,3,rogue
60328,Pilfer,"Investigate. This investigation uses [agility] instead of [intellect]. If you succeed, discover 2 additional clues at your location. If you succeed by 2 or more, return Pilfer to your hand at the end of your turn.",event,Trick,win,Adam Schumpert,https://arkhamdb.com/bundles/cards/60328.jpg,3,rogue
60329,Backstab,"Fight. This attack uses [agility] instead of [combat]. This attack deals +2 damage. If you succeed by 2 or more, return Backstab to your hand at the end of your turn.",event,Tactic,win,Federico Piatti,https://arkhamdb.com/bundles/cards/60329.jpg,3,rogue
60330,Copycat,"After you commit Copycat to a skill test, search the discard pile of another investigator for a skill you can commit to this test, and commit it. After this test ends, place that card on the bottom of its owner's deck.",skill,Gambit,win,Aleksander Karcz,https://arkhamdb.com/bundles/cards/60330.jpg,3,rogue
60331,Beretta M1918,"Uses (4 ammo). [action] Exhaust Beretta M1918 and spend 1 ammo: Fight. You get +4 [combat] and deal +1 damage for this attack. If you succeed by 2 or more, either ready Beretta M1918, or this attack deals an additional +1 damage (if you succeed by 4 or more, do both).",asset,Item|Weapon|Firearm|Illicit,win,Tiziano Baracchi,https://arkhamdb.com/bundles/cards/60331.jpg,4,rogue
60332,Chuck Fergus,"[reaction] When you play a [[Tactic]] or [[Trick]] event, exhaust Chuck Fergus: Choose two - - That event gains fast. - That event costs 2 fewer resources to play. - You get +2 skill value while performing a skill test during the resolution of that event.",asset,Ally|Criminal,win,Derek D. Edgell,https://arkhamdb.com/bundles/cards/60332.jpg,5,rogue
90041,Red Tide Rising,"Easy / Standard [skull]: -X. X is half the number of [[Suspect]] and [[Hideout]] cards in the victory display (rounded up). [cultist]: -2. (-4 instead if you are parleying with a [[Suspect]] enemy or investigating a [[Hideout]] location). [tablet]: -3. If you succeed, look at the top card of the Leads deck. You may choose to shuffle the Leads deck. [elder_thing]: -1. If you fail, shuffle the top card of the encounter deck into the Leads deck.",scenario,No traits,rtr,Unknown,https://arkhamdb.com/bundles/cards/90041.jpg,0,mythos
90042,The New Girl,"Forced - When this agenda would advance by reaching its doom threshold: Instead, remove all doom in play and shuffle a random set-aside [[Monster]] enemy into the [[Leads]] deck. Then, if there are no set-aside [[Monster]] enemies, advance to agenda 1b.",agenda,No traits,rtr,Cyril van der Haegen,https://arkhamdb.com/bundles/cards/90042.jpg,0,mythos
90043,Trail Goes Cold,Angry Mob cannot be defeated. [reaction] After Wendy Adams evades Angry Mob: She may discover 1 clue from its location. Each [[Suspect]] enemy loses aloof and enters play with +1 [per_investigator] clues. Each [[Hideout]] location gets +1 [per_investigator] clue value.,agenda,No traits,rtr,Cyril van der Haegen,https://arkhamdb.com/bundles/cards/90043.jpg,0,mythos
90044,Searching for Dad,"[[Suspect]] and [[Hideout]] cards cannot be added to the victory display except using Mysterious Photo. Forced – If there are no [[Suspect]] or [[Hideout]] cards in play: Wendy Adams must draw cards from the top of the Leads deck until she draws a [[Suspect]] or [[Hideout]] card. Objective – Search for Dad using Mysterious Photo. The fewer cards that remain in the Leads deck, the better. If it is empty, advance.",act,No traits,rtr,Tomasz Jedruszek,https://arkhamdb.com/bundles/cards/90044.jpg,0,mythos
90045a,Mysterious Photo,"[fast] Exhaust Mysterious Photo: Either take a parley action on a [[Suspect]] enemy or flip Mysterious Photo over. [fast] If there is a [[Suspect]] enemy with no clues on it at your location, investigators at your location spend 1 [per_investigator] clues, as a group (2 [per_investigator] clues instead if it is agenda 2): “Have you seen my dad?” Add that enemy to the victory display.",asset,Item,rtr,Grzegorz Bobrowski,https://arkhamdb.com/bundles/cards/90045a.jpg,0,neutral
90045b,Mysterious Photo,"[fast] Exhaust Mysterious Photo: Either take an investigate action at a [[Hideout]] location or flip Mysterious Photo over. [fast] If you are at a [[Hideout]] location with no clues on it, investigators at that location spend clues, as a group, equal to its clue value: “Where is Dad now?” Add that location to the victory display, moving each enemy and investigator there to a connecting location.",asset,Item,rtr,Grzegorz Bobrowski,https://arkham-starter.com/image/custom/proxy/asset-0.png,0,neutral
90011,All or Nothing,"Easy / Standard [skull]: -1 for each clue you have. [cultist]: -2 (-4 instead if you have 10 or more resources). [tablet]: -2. If you fail, lose 3 resources. [elder_thing]: -3. If you fail, ""Skids"" O'Toole takes 1 horror.",scenario,No traits,aon,Unknown,https://arkhamdb.com/bundles/cards/90011.png,0,mythos
90012,Eyes All Around You,"[action] If you are in the Clover Club Cardroom, spend any number of clues: You cash in your chips. Gain 5 resources for each clue just spent. Forced - If ""Skids"" O'Toole is defeated: (→R2)",agenda,No traits,aon,Matthew Cowdery,https://arkhamdb.com/bundles/cards/90012.png,0,mythos
90013,Playing Cards,"Investigators cannot resign. Clover Club Pit Boss gains aloof. Forced - After a [[Criminal]] enemy is defeated: Place 1 doom on the agenda. Objective - At the end of the round: If an investigator has 15 or more resources, advance.",act,No traits,aon,Chris Peuler,https://arkhamdb.com/bundles/cards/90013.png,0,mythos
90014,Hot on Your Tail,"Each [[Criminal]] enemy gains hunter and gets +1 health. Forced - When an investigator resigns: Place each of that investigator's resources on this act. Objective - Collect as many resources as you can and get out. When each undefeated investigator has resigned, advance.",act,No traits,aon,Chris Peuler,https://arkhamdb.com/bundles/cards/90014.png,0,mythos
90015,Siobhan Riley,"Forced - After Siobhan Riley engages you: For every 5 resources you have, lose 1 resource. Forced - After an investigator at Siobhan Riley's location gains 1 or more resources during the investigation phase: Siobhan Riley readies, engages that investigator, and makes an attack.",enemy,Humanoid|Criminal|Elite,aon,Drazenka Kimpel,https://arkhamdb.com/bundles/cards/90015.png,0,mythos
